compound_id	smiles
cpd02415	NCCOP(=O)(O)OC[C@H](N)C(=O)O
cpd06162	C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3
cpd08690	CC1=CC[C@]23CC1C[C@@H]2CC[C@H]1C(C)(C)CCC[C@@]13C
cpd17690	COc1cc2c(cc1O)CC[N+](C)(C)[C@@H]2Cc1ccc(O)cc1
cpd14968	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
cpd19376	Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl
cpd03790	COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)[NH2+]CC2
cpd03920	CC1=C2N=C(C=C3N=C(C(C)=C4N[C@@](C)([C@@H]5N=C1[C@](C)(CCC(O)=NC[C@@H](C)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H]([n+]6c[nH]c7c(O)nc(=N)[nH]c76)[C@H](O)[C@@H]1O)[C@H]5CC(=N)[O-])[C@@](C)(CC(=N)O)[C@@H]4CCC(=N)[O-])[C@@](C)(CC(=N)O)[C@@H]3CCC(=N)[O-])C(C)(C)[C@@H]2CCC(=N)[O-].[CH2][C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[Co+5]
cpd16245	Oc1cccc(O)c1O
cpd07425	COc1ccc2c(c1)OC[C@]1(O)c3ccc(OC)cc3O[C@H]21
cpd04043	OCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
cpd17104	CCOCC([OH2+])COc1ccc([N-]C(=O)CC[S+](C)C)cc1
cpd20191	N#Cc1c(Cl)nc(Cl)c(C#N)c1-c1ccccc1
cpd02310	N#CCc1ccc(Cl)cc1
cpd00858	N[C@@H](CCC=O)C(=O)O
cpd21244	C=C1C(O)C2OC3(CCC(/C=C/C(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)OC/C(C)=C/C=C/CCOC(=O)C/C=C/CCC(O)CC(CC(O)C(OS(=O)(=O)[O-])C(O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C
cpd07438	COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
cpd09451	O.[Rb+]
cpd16409	O=c1ccc2nc3ccccc3ccc-2c1
cpd05558	[O-]c1cc(-c2ccc3c(O)cc(O)cc3[o+]2)ccc1O
cpd10445	O=C([O-])CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO
cpd25938	N[C@H](CCC[NH3+])CC(=O)O
cpd17643	CC(C)=C1CCC(C)(O)CC1
cpd22709	CC1OC(OC2CCC3(C)C(CCC4[C@@H]3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)[C@H](O)C(O)[C@@H]1O
cpd26808	O=C1OC(CO)C(O)C(O)C1O
cpd08025	CF
cpd25966	C[C@H](N)C(O)=N[C@@H](CCC([O-])=N[C@H](CCC[C@@H](N)C(=O)O)C(O)=N[C@H](C)C(=O)O)C(=O)O
cpd02440	O=C([O-])c1cc(Br)c([O-])c(Br)c1
cpd02352	O=C1C=C(Cl)C(=O)c2ccccc21
cpd22428	OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd06480	C=C1C(=O)O[C@H]2/C=C3/CC[C@H]4O[C@@]4(C[C@H](OC(=O)C(C)C)[C-]12)[C@H](O)OC3
cpd15095	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd02090	O=P([O-])(OCC(O)CO)OCC(O)CO
cpd03149	C=Cc1c(C)c2[n-]c1=CC1=NC(=C(CC)C1=CO)C=C1N=C3C(=C1C)C(=O)[C-](C(=O)OC)C3=C1N=C(C=2)[C@@H](C)[C@@H]1CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C.[Mg+2]
cpd07768	c1cc2c(cc1[C@H]1OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]13)OCO2
cpd07179	COC1=CC(=O)c2cc(C)oc2C1=O
cpd20196	Clc1c(Cl)c(Cl)c2nccnc2c1Cl
cpd01217	OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O
cpd09925	CCC(C)(C)c1ccc(O)cc1
cpd09824	COc1[nH+]c2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
cpd21122	O=P([O-])([O-])OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
cpd16473	N=C(O)[C@H](CCC(=O)O)N=C[O-]
cpd00672	O=C([O-])[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
cpd26316	Nc1ncnc2c1[nH]c[n+]2[C@@H]1O[C@H](COS(=O)(=O)N=C([O-])[C@@H](N)CCC(=O)[O-])[C@@H](O)[C@H]1O
cpd06729	CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C
cpd22214	O=C([O-])CCCCCCC[SeH]
cpd19851	CN=C=S
cpd10414	CCCCC(CC)COC(=O)c1ccc(O)cc1
cpd16318	N[C@@H](C[Se](=O)O)C(=O)O
cpd03192	C[C@@H]1O[C@H](OP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c([O-])nc(=N)[nH]c43)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
cpd25096	SC(Cl)(Cl)Cl
cpd19411	Clc1cc(Cl)c(Cl)c(Cl)c1Cl
cpd09037	COc1ccc2c(c1OC)C(=O)O[C@]21C=Cc2cc3c(cc2C1=O)OCO3
cpd08552	Cc1cc2c(cc1C(F)(F)F)N(C(O)=Nc1ccc(Oc3cccnc3C)nc1)CC2
cpd25093	O=C([S-])C1=CC=CC(C(=O)[S-])[N-]1.[Cl-].[Cu+4]
cpd20303	C=CCN(CC=C)C(=O)CCl
cpd14960	C[C@@]12CC3=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(=N3)C=C3[N-]C(C4=C(CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C(=N4)C=C([N-]1)C(CCC(=O)[O-])=C2CC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]3CCC(=O)[O-].[Co+4]
cpd09629	CCCCC[C@H](O)/C=C/[C@@H](C(C)=O)[C@H](C=O)C/C=C\CCCC(=O)[O-]
cpd10703	CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
cpd15168	CC(C)=CCCC(C)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd22812	C[C@]1(O)OC[C@H](O)C1=O
cpd21207	N=c1nc([O-])c2nc([O-])n([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c2[nH]1
cpd03411	[NH3+]CCCNCCCCN=C(O)CN=C(O)[C@H](CS)N=C(O)CC[C@H]([NH3+])C(=O)O
cpd20000	c1coc(-c2nc3ccccc3[nH]2)c1
cpd16428	C/C(=N\NC(=O)c1ccncc1)C(=O)[O-]
cpd08754	CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(C[C@H](O)[C@H](C)[C@@H](C(C)C)O4)O3)OC(=O)[C@@H]3C=C(C)[C@@H](O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O
cpd06145	C=C[C@H]1CN2CCC3=C([NH2+]c4ccccc43)[C@@H]2C[C@@H]1C[C@H]1C2=C(CCN1C)c1ccccc1[NH2+]2
cpd09245	CN(C)CCC(c1ccccc1)c1ccccn1.O=C([O-])/C=C\C(=O)O
cpd26212	NC(CC1C=CCC=C1)C(=O)O
cpd20631	c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
cpd15441	CC(C)(COP(=O)([O-])OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])O)C(O)C([O-])=NCCC([O-])=NCCSC(=O)/C=C/C[N+](C)(C)C
cpd05969	C[C@@]12C[C@H](c3ccoc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@H]1O[C@@H]21
cpd00472	O=C([O-])[C@H]1O[C@H](OP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
cpd24826	CC(=O)C(=Cc1cc([O-])c(O)c([N+](=O)[O-])c1)C(C)=O
cpd07479	CS[C@]12C[C@H]3C(=O)C=C[C@@H](O)[C@@H]3N1C(=O)[C@@]1(SC)C[C@H]3C(=O)C=C[C@@H](O)[C@@H]3N1C2=O
cpd20626	O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1.[Na+]
cpd03221	CC(C)=CCC[C@@H](C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1CC3
cpd03303	NC(=O)C(=O)CCC(=O)[O-]
cpd05306	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC
cpd10012	O=c1c(-c2ccc(O)c(O)c2)coc2cc([O-])ccc12
cpd01767	C[n+]1ccccc1
cpd26199	N[C@@H](CC[C@H](F)[C@@H](N)C(=O)O)C(=O)O
cpd20178	CCOC(O)=NC(S)=Nc1ccccc1N=C(S)N=C(O)OCC
cpd25011	CO[C@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
cpd04083	NC1CON=C1O
cpd01308	N=C(O)C[C@@H](N)C(=O)O
cpd25899	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)cc([O-])c1O
cpd20573	CN(C)c1ccc2cc3ccc(N(C)C)cc3[nH+]c2c1
cpd22941	O=C(Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
cpd07057	CCC[C@H]1CC[C@H](O)C[NH2+]1
cpd01444	COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3
cpd24565	CC(=O)OC(C)(C)CCC(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
cpd23698	O=C([O-])C(CO)O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O
cpd03642	O=C([O-])CCCCC(=O)[O-]
cpd15043	CC/C=C\CC1C(=O)CCC1CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd09087	O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O
cpd04556	O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
cpd04260	CC[NH+](CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
cpd10067	Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
cpd05623	COc1cc([C@@H]2Oc3c(O)cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3[C@H]2CO)ccc1O
cpd07786	COC(=O)C(=O)OC
cpd24429	CCC(C)[NH3+]
cpd25951	CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
cpd20736	N=c1nc([O-])c2nc(CNc3ccc(C(=O)N(N=O)[C@@H](CCC(=O)[O-])C(=O)O)cc3)cnc2[nH]1
cpd11933	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
cpd06219	COc1cc2c(cc1OC)[C@@H]([C@H]1OC(=O)c3c1ccc1c3OCO1)[NH+](C)CC2
cpd17518	CC(C)=CCCC(C)CC=O
cpd08101	CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1
cpd03140	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CC[C@@H]2O
cpd08420	NC(Cc1ccc(N(CCCl)CCSC[C@H](N=C([O-])CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)cc1)C(=O)O
cpd05888	C=C(C)[C@H]1Cc2cc(C(C)=O)ccc2O1
cpd09728	[NH2+]=C(O)C[C@H](N=C(O)Cc1c[nH]c2cccc(O)c12)C(O)=NCCCCCNCCCNCCCN=C(O)[C@@H]([NH3+])CCCNC(=[NH2+])[NH3+]
cpd01224	O=C(O)/C=C/c1ccccc1O
cpd07902	CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C
cpd16450	C=CCC(CCC)C(=O)[O-]
cpd20869	O=C([O-])CCCCCCC/C=C/CCCCCCCCO
cpd03994	c1ccc(-c2ccccc2)cc1
cpd26356	CC(N)C(O)=NC(CCC(=O)O)C(=N)O
cpd05893	CCCC(=O)c1c(O)c(Cc2c(O)c(C(C)=O)c([O-])c(C)c2OC)c(O)c2c1OC(C)(C)C=C2
cpd24738	CCCCCc1cc([O-])cc(O)c1C(=O)O
cpd24174	C[C@H](CC[NH3+])[C@@H](N)C(O)=NCCCC[C@H]([NH3+])C(=O)O
cpd00169	O=C([O-])[C@H](O)COP(=O)([O-])[O-]
cpd00769	O=C([O-])C[C@H](N=C[O-])C(=O)O
cpd00129	O=C(O)[C@@H]1CCCN1
cpd02829	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
cpd06975	CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5CC1C(C)(C)OC4(C/C=C(/C)C=O)C5=O)C3=O)C=CC(C)(C)O2
cpd08771	CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](OC)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C
cpd09991	[O-]c1ccc(Cl)cc1Cc1cc(Cl)ccc1O
cpd25903	O=P([O-])([O-])C(CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)[O-].[K+].[K+].[K+]
cpd01886	CC1(C)C(=O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C
cpd09453	CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)[O-]
cpd24099	COc1ccc2c(c1)[nH]c[n+]2[C@H]1O[C@H](CO)[C@@H](OP(=O)(O)O[C@H](C)CN=C(O)CC[C@@]2(C)C3=N[C@H]([C@@H]2CC(=N)O)[C@]2(C)NC(=C(C)C4=NC(=CC5=NC(=C3C)[C@@H](CCC(=N)[O-])C5(C)C)[C@@H](CCC(=N)[O-])[C@]4(C)CC(=N)O)[C@@H](CCC(=N)[O-])[C@]2(C)CC(=N)O)[C@H]1O.[Co+]
cpd14618	COC(C)(C)CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCCC(C)(C)O
cpd23432	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COCC(COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
cpd01555	Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+]
cpd11355	C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)N(C)[C@@H]1C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](C)C(O)=N[C@@H](CCC(=N)O)C(=O)O[C@@H]1C
cpd10962	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)[C@H](C)C[C@]4(C)[C@@]3(F)C(=O)C[C@]12C
cpd22178	N=C1N=C([O-])C2N=C([C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])CNC2N1
cpd22818	CCCCCCCC(O)=N[C@H]1CCOC1=O
cpd09261	C[C@@H]1O[C@@H](O[C@H]2C(Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
cpd10406	ClC(Cl)Br
cpd23834	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CCC(=O)c2cccc(C(=O)[O-])c2)[C@@H](O)[C@H]1O
cpd23979	CCCCC/C=C\C=C\C(O)CCCCCCCC(=O)[O-]
cpd10257	Oc1cccc2c1cc1ccc3cccc4ccc2c1c34
cpd03953	COc1ccc(C(=O)OC2CCC3(C)C4CCC5[C@@]3(C[C@@]3(O)C6C[NH+]7CC(C)CCC7[C@@](C)(O)[C@@]6(O)[C@@H](O)C[C@@]53O)O[C@]24O)cc1OC
cpd02294	C[C@H](N)CC(=O)CC(=O)O
cpd24535	C=C(C)[C@@H]1CC[C@]2(C1)[C@H](C)CC(=O)C[C@H]2C=O
cpd22805	N=c1nc([O-])c2nc(CNc3ccc([C@@H]4O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]4O)cc3)cnc2[nH]1
cpd25147	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCNC
cpd24248	C=CCCCCC/C=C/C/C=C/CCCCC
cpd03819	N=C(O)NCO
cpd04155	Cc1cc2c(c(O)c1C(O)=NC(C)C(=O)O)-c1c(O)c3c(c(O)c1[C@H](O)[C@H]2O)C(=O)c1c([O-])cc([O-])cc1C3=O
cpd09928	CCC(O)=Nc1ccc(Cl)c(Cl)c1
cpd09547	CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C
cpd23356	C[C@@H]1CN(C)[C@@H]2CC3=C[NH2+]c4cccc(c43)C2[C@H]1O
cpd05852	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)O[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)[O-])[C@H](O)C[C@]45C)C3(C)C)[C@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O
cpd19585	CCC(C)C(=O)[O-]
cpd00006	N=C([O-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
cpd25129	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])[O-]
cpd04914	CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O
cpd10821	CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd19589	CC(CC(=O)[O-])C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
cpd07389	COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21
cpd02565	C/C=C(\C)C(=O)O[C@H]1CC[NH+]2CC3CC(CN4C(=O)CCC[C@H]34)[C@@H]2C1
cpd08115	COc1cc(Cl)c(OC)cc1Cl
cpd17949	CC[C@@H]1C(=O)OC[C@@H]1Cc1cnc[nH]1
cpd05045	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])[O-]
cpd17344	CC(C)=CCCC1(C)C2CC=C(C)C1C2
cpd07386	O=C(/C=C/c1ccc([O-])c(O)c1)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
cpd06043	CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O
cpd24046	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
cpd24309	Nc1cc([O-])ccc1C(=O)O
cpd04980	Cc1ccc(C(=O)c2cc([O-])c(O)c([N+](=O)[O-])c2)cc1
cpd19424	CCC1=C(C)c2cc3[n-]c(cc4[nH]c(c5c6nc(cc1n2)C(C)=C6C(=O)[C-]5C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]4C)c(C)c3C(C)O.[Mg+2]
cpd02836	CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-]
cpd25195	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
cpd03125	CCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd19403	CC(C)=CCCC1=CC(=O)c2c(O)ccc(O)c2C1=O
cpd08803	CC(C)C/C=C/C=C\C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H]1C(O)=N[C@H](c2ccc(O)cc2)C(O)=N[C@H](CCC[NH3+])C(O)=N[C@H]([C@@H](C)O)C(O)=N[C@@H](c2ccc(O)cc2)C(O)=N[C@H](c2ccc(O)cc2)C(O)=N[C@@H]([C@H](C)O)C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](CCC[NH3+])C(O)=N[C@@H](c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)C(O)=N[C@H]([C@@H](C)O)C(O)=N[C@@H](c2ccc(O)cc2)C(O)=NCC(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C)C(O)=N[C@@H](c2ccc(O)c(Cl)c2)C(=O)O[C@@H]1C(=N)O
cpd14519	C/C=C(/CC[C@@H](C)C1CCC2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)C(C)C
cpd02141	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C([O-])C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2C)N=C1O
cpd09366	CN(C)[C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)[C-](O)C3=C([C@H](O)[C@@H]12)[C@](C)(O)c1cccc([O-])c1C3=O.Cl
cpd20355	CCSC(=O)N(CC)CC
cpd07453	C=C(C)C1CN2C(=O)CC(C)(C)NC2=N1
cpd24365	[Tl+]
cpd17382	CC1(C)CC[C@]2(C(=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
cpd22817	C[C@@H](O)CC(O)=N[C@H]1CCOC1=O
cpd23466	O=C([O-])[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O
cpd21428	CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C
cpd17198	C[C@]12CCCCC1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@H]12
cpd07643	O=C(O[C@H]1CCN2CC3CC(CN4C(=O)CCC[C@H]34)[C@@H]2C1)C1=CC=C[NH2+]1
cpd18063	COc1cc2occc2c2oc(=O)ccc12
cpd19642	CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.[Na+]
cpd03680	COc1ccc(CC2=[N+](C)CCc3cc(OC)c(O)cc32)cc1O
cpd08329	CN=C(O)SC[C@H](N=C(C)[O-])C(=O)O
cpd22878	O=C([O-])C(=O)C[C@H](O)CCl
cpd08118	CC1=C(C(O)=Nc2ccccc2)SCCO1
cpd14719	O=C([O-])c1nc(O)[nH]c(=O)n1.[K+]
cpd24339	CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[NH+]2C
cpd20617	FC(F)Cl
cpd04704	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
cpd01010	CC1(C)C2CCC1(C)[C@H](O)C2
cpd09502	N#Cc1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]
cpd07336	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
cpd09589	CC1=C(C(=O)OC(C)C)[C@H](c2cccc3nonc23)C([N+](=O)[O-])=C(C)N1
cpd00766	[O]C1=C([O-])C(=O)OC1[C@@H](O)CO
cpd19901	CC[C@@]1(O)C[C@H](O[C@H]2C[C@H]([NH+](C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
