compound_id	smiles
cpd20403	CCCCOC(=O)CCC(=O)OCCCC
cpd24470	CCC(CC[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)=C(C)C
cpd03354	COc1cc2c(CCN=C(C)O)c[nH]c2cc1O
cpd23419	O=C(OCCCC/C(=N\OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
cpd04675	NS(=O)(=O)Cc1noc2ccccc12
cpd07722	COc1cc2c(=O)oc3c(OC)c([O-])cc4c(=O)oc(c1OC)c2c34
cpd15456	C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](C)[C@H](N=C(C)[O-])[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@H]6O[C@H](C)[C@H](N=C(C)[O-])[C@H](OC7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O[C@H]9O[C@H](C)[C@H](N=C(C)[O-])C(O)[C@H]9O)[C@H](O)[C@@H]8N=C(C)O)[C@H](O)[C@H]7N=C(C)[O-])[C@H]6O)[C@H](O)[C@@H]5N=C(C)O)[C@H](O)[C@H]4N=C(C)[O-])[C@H]3O)[C@H](O)[C@@H]2N=C(C)O)[C@H](O)[C@H]1N=C(C)O
cpd05851	C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)[O-])CC[C@]45C)C3(C)C)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
cpd26865	CC1CN(C2CC(O)C(CO)O2)C(=O)N=C1O
cpd07345	CCCCCC(=O)CC(=O)CCc1ccc(O)c(OC)c1
cpd10169	Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
cpd07228	C[C@@H]1O[C@@]12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CC[NH+]3CC[C@@H](OC2=O)[C@@H]13
cpd25174	CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O
cpd02230	O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
cpd06929	COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
cpd17168	C[C@H](CCC([O-])=NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
cpd22789	OC[C@]1(O)OC[C@H](O)[C@H](O)[C@H]1O
cpd24308	O=C1C=C/C(=C/C(=O)C(=O)[O-])O1
cpd26125	N[C@@H](CC(O)=NS)C(=O)O
cpd05950	CC(C)=CC1c2[nH]c3ccccc3c2CCN1C
cpd24824	Nc1ccccc1C(=O)CC[NH3+]
cpd06947	O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc([O-])cc5)cc(=O)c4c3O)cc2)oc2cc([O-])cc(O)c12
cpd05201	N=C(N)NCC[C@@H](O)C[C@H]([NH3+])C(=O)O
cpd24475	CC(C)CCC[C@@H](C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)C1CC3
cpd08229	CCc1c2c(nc3ccc(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc([C@@](O)(CC)C(=O)[O-])c(CO)c(=O)n1C2
cpd23338	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H](C)C(O)=N[C@@H](C)C([O-])=N[C@H](CCC([O-])=N[C@@H](CCCCN)C(O)=N[C@H](C)C(=O)O)C(=O)O)[C@H]1N=C(C)[O-]
cpd21226	CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](c6coc(=O)[cH-]6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@@H](C)[C@@H]1O
cpd08581	CC(C)NNC(=O)c1ccncc1
cpd10560	N[C@@H](CCC([O-])=N[C@@H](CSCC(=O)SC[C@H](N=C([O-])CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O
cpd08365	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
cpd01361	O=[N+]([O-])c1ccccc1[O-]
cpd26852	OC[C@@]12OC[C@H]3O[C@@](CO)(OC[C@@H](O1)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]3O
cpd09692	CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)[O-]
cpd08020	CS(C)(=O)=O
cpd27627	CC(O)=N[C@H]1[C@H](O[C@@H]2[C@@H](OC[C@H]3O[C@@H](O[C@@H]4[C@@H](CO)O[C@@H](O[C@@H]5[C@@H](CO)O[C@@H](N=C(O)CC(N)C(=O)O)[C@H](N=C(C)O)[C@H]5O)[C@H](N=C(C)O)[C@H]4O)[C@@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N=C(C)O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
cpd09086	O=C1OCCCCC1O
cpd19174	CC[C@H](C)C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
cpd04161	CN[C@@H]1[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O[C@H]2c3cc(C)c(C(O)=NC(C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@@H]1C
cpd23440	CC(C)C1CC=C(C=O)CC1
cpd04639	CC(C)(C)c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
cpd12393	N=c1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC([O-])=NC(CCC(=O)[O-])C([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc3)cnc2[nH]1
cpd23139	CC1(O)O[C@@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)CN=C4O)C[C@@H]([NH3+])[C@H]1O
cpd08687	CC(C)=C1C=C2CCC3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1
cpd23556	N[C@@H](C(=O)O)[C@@H](O)c1ccccc1
cpd06286	COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CC[NH+](C)[C@@H]5C2)OCO4)CC[NH+]1C
cpd10986	COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC(=O)[C@@H]2O
cpd17336	COc1cc2c3c(c1OC)-c1cc(O)ccc1C[C@H]3[NH2+]CC2
cpd23911	[O-][I+2]([O-])[O-]
cpd09322	CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
cpd21176	CCCCC/C=C\C[C@H](/C=C/CCCCCCC(=O)[O-])OO
cpd25863	Cc1cc(O)c(O)nc1O
cpd04415	CC1=CC(=O)[C@H](CC(=O)[O-])C1(C)C
cpd03831	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
cpd04826	CCc1cc(C(=N)S)ccn1
cpd24236	C=CCCCCCCCCCCCCCC(C)C
cpd23395	CSCCCCCC#[N+][O-]
cpd07363	COC(=O)/C=C/c1ccc(O)c(O)c1
cpd07463	CN(CCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cn1)C(=O)/C=C/c1ccccc1
cpd07528	Cn1c(Cc2ccccc2)nc(=O)c2ccccc21
cpd01048	O=[As]([O-])([O-])O
cpd19220	COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C[C@H]4[C@@H](C)[C@H](O)[C@@H](O)[C@H]([C@@]2(C)C1=O)[C@]43C
cpd26578	CC([O-])=N[C@@H](CSCc1c(C)c(=O)n2c(=O)c(C)c(C)n12)C(=O)O
cpd10295	CC[NH+](CC)CCOc1ccc(C(O)(Cc2ccc(OC)cc2)c2ccccc2)cc1
cpd20438	Cn1c(=[NH2+])[nH]c2c3cccnc3ccc21
cpd03606	O=C([O-])C(=O)C(O)COP(=O)([O-])[O-]
cpd08015	C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CCC2=O
cpd02870	CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
cpd02140	Nc1cncn1[C@@H]1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O
cpd20459	CC1CC(=O)O1
cpd26813	[NH3+]C1OC(CO)C(O)C(O)C1O
cpd04924	C=CCC1(C(C)C#CCC)C(=O)N(C)C(=O)N=C1O
cpd20954	O=C(O)[C@H]1NCC[C@H]1O
cpd04396	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)[nH]c(=[NH2+])c2cc1OC
cpd24165	O=C([O-])CN(CC(=O)[O-])C1CCCCC1N(CC(=O)O)CC(=O)O
cpd17313	COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C[C@]4(O)[C@@]3(C)[C@H]([C@@H]3OCO[C@H]3[C@@]4(C)O)[C@@]2(C)C1=O
cpd05243	C=C(CO)[C@@H](C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd03365	O=CCCc1c([O-])cc(C(=O)O)nc1O
cpd06695	C[C@@H]1O[C@@H](O[C@@H]2C(=O)c3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
cpd00880	O=C(O)[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O
cpd22992	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)/C=C\c1ccccc1
cpd02622	COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O
cpd21173	C/C=C/C=C/CCCC/C=C/c1cc(OC)c(C=O)c(=O)o1
cpd11199	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
cpd10529	CCCCC[C@@H]1O[C@@H]1/C=C/[C@@H](O)CCCCCCCC(=O)[O-]
cpd26228	CCc1[nH]c(=N)[nH]c(=[NH2+])c1OCCCOc1ccccc1C(F)(F)F
cpd25777	O=C1C[C@@](O)(CO)[C@@H](O)[C@H](O)[C@@H]1O
cpd00997	Cc1cc(=O)oc2cc(N)ccc12
cpd23332	CC(=O)CC[C@@H]([NH3+])C(=N)O
cpd24418	NCC([O-])=N[C@@H](CCC(=O)O)C(=O)O
cpd01879	CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO
cpd04469	OCc1cc(C(O)C[NH2+]CCCCCCOCCCCc2ccccc2)ccc1O
cpd20683	CCCCCCCCCCCCCCCCCC(=O)OCC1CO1
cpd03061	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
cpd04123	CC/C=C/CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd05674	COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)CC(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=CC(=O)[C@@H](O)[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
cpd05355	CC#CC#CC#C/C=C/C(=O)OC
cpd20796	c1ccc2c(c1)c1ccccc1c1ccccc21
cpd20653	Clc1cccc(Cl)c1
cpd06802	C=CC1(C)CC[C@H]2[C@H](C)C(O)=NC(=N)N21
cpd10709	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
cpd21298	CC(C)[C@H]1C(=O)C=C2[C@@H]3CC[C@@H]4C[C@H]5[NH2+]C[C@H](O5)[C@]4(C)[C@H]3CC[C@@]21C
cpd05119	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
cpd09693	[Ba+2]
cpd06396	C=C1C(=O)O[C@H]2/C=C(\C)[C@@H]3O[C@@H]3/C=C(/C(=O)OC)[C@H](OC(C)=O)[C@@H](OC(=O)[C@](C)(O)[C@H](C)OC(C)=O)[C-]12
cpd00929	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](OP(=O)(O)O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@@H]2CO)O[C@@H](CO)[C@H](O)[C@H]1O
cpd04483	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
cpd08070	CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(=N)[nH]1
cpd26524	OCC1O[C@@H](Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@@H](O)C(O)[C@H]1O
cpd24272	CCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd15909	O=C(O)CCCC[C@H](C(=O)O)[C@@H](O)C(=O)O
cpd17620	CC(C)=CC(=O)C[C@H](C)C1=CCC(C)=CC1
cpd22720	O=S(=O)([O-])CO
cpd17305	COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O
cpd05299	CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
cpd06867	CC(C)=CCC/C(C)=C/COc1cc(O)c2c(O)c3c(cc2c1)CC(C)(O)CC3=O
cpd08342	O=c1c(O)c[nH]c2ccccc12
cpd05171	OC[C@@H](O)[C@@H](O)[C@@](O)(CO)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
cpd24499	COc1ccc([C@@H]2COc3cc(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3C2=O)c(OC)c1
cpd16410	N=C(O)n1c2cc(=O)c(=O)cc-2ccc2ccccc21
cpd26993	CCCCCCC(C(C)O)n1cnc2c(N)ncnc21
cpd05754	CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4[C@@H]5O[C@@H]5[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@H]1OC(C)=O
cpd25515	COP([O-])(=S)OC
cpd23469	CC(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
cpd06798	Cc1ccc(C(C)C)c(O)c1
cpd08491	COC(=O)C1=CO[C@@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
cpd06973	COc1cc(O)c2c(=O)c3c(O)c(OC)ccc3oc2c1
cpd27326	[Cl-].[K+]
cpd19437	COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O
cpd05885	C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)C34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@@]6(C)C[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@](C)(CO)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@H]4O)O[C@H](C)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O
cpd00198	O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd04438	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
cpd01706	Oc1ccc(Cl)cc1Cl
cpd24057	C[C@H](C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2C(=O)CCC[C@@]21C
cpd09605	CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O
cpd19303	CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)/C=C/c1ccc(O)cc1)C2
cpd01784	O=C(O)/C([O-])=C/c1ccccc1
cpd01887	CCCCCCCC/C=C\CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
cpd00454	CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C/CCCC(=O)[O-]
cpd09342	CC(=O)N(CC(=O)N(C)C)c1ccccc1
cpd28174	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4[C@@H](CO)O[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
cpd19727	N#CCN=C(O)c1cnccc1C(F)(F)F
cpd22560	Nc1ncnc2c1ncn2C1O[C@H](CO)C([NH3+])[C@H]1O
cpd01304	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
cpd02479	Cc1ncc(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(CO)c1O
cpd08697	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](O)[C@@H]12)C3(C)C
cpd03156	C[N+]12CCc3ccccc3C1Cc1ccccc1C2
cpd15275	O
cpd22848	CC1=C(Cl)C(=O)OC1C(Cl)C(=O)[O-]
cpd05724	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=CC3
cpd10372	CC(=O)[C@@]12OC(C)(c3ccccc3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C
cpd03214	C/C(=C\COP(=O)(O)OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C
cpd25198	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
cpd27040	O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
cpd21071	CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C
cpd04788	CCN(CC)Cc1cc(Nc2cc[nH+]c3cc(Cl)ccc23)ccc1O
cpd01156	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
cpd08597	CCC[C@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CC[NH+](C)[C@@H]3C5
cpd10235	COc1cc2c(O)c(-c3ccc(O)cc3)coc-2cc1=O
cpd01080	CCCCCCCCCCCCCCCCCC(=O)[O-]
cpd01777	N=c1c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
cpd00448	O=C[C@H](O)CO
cpd04177	CC(=O)[N-]c1nnc(S(N)(=O)=O)s1
cpd07584	O=c1c2ccccc2ncn1CC1(O)C[C@@H]2[NH2+]CCC[C@@H]2O1
cpd02210	O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12
cpd11366	CC[C@H](C)[C@@H]1N=C(O)[C@@H](CCC(=N)O)N=C(O)CN=C(O)[C@H](Cc2ccc(O)cc2)/N=C\[C@H](Cc2ccc(C)cc2)N=C(O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)N=C1O
cpd03718	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4[C@@H](CO)O[C@@H](O[C@@H]5[C@@H](CO)O[C@@H](O[C@@H]6[C@@H](CO)O[C@@H](O[C@@H]7[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd07553	COc1ccc(C(C)=O)cc1C=O
cpd24182	O=C([O-])c1ccc(C(=O)[O-])o1
cpd20503	N=c1ccc2nc3ccccn3c2[nH]1
cpd19068	O=NN(CCCl)C(O)=NC1CCCCC1
cpd23584	CCn1/c(=N/N=c2/sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21
cpd23859	O=C([O-])CC(Br)C(=O)[O-]
cpd08135	[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=Nc1ccccc1
cpd05576	C[C@H]1/C(=C/C(=O)OCC[NH+](C)C)CC[C@H]2[C@H]1C(=O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
cpd02185	Oc1ccc(O)c(O)n1
cpd19908	CN=C(O)O/N=C(\C)C(C)SC
cpd08032	COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=[NH2+])c3c2C)cc(OC)c1OC
cpd03272	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
cpd09386	CO/N=C(\C([O-])=N[C@@H]1C(=O)N2C(C(=O)O)=C([C@@H]3CCCO3)CS[C@H]12)c1csc(=N)[nH]1.[Na+]
cpd21106	CC1(C)CC2C3=CCC4[C@@]5(C)CCC(O[C@@H]6O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1
cpd09185	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)([C@H](C)O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1
cpd20901	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@@]4(C)[C@H]3CC[C@@]21C
cpd24170	C=C[C@@](C)(CCC=C(C)C)OP(=O)(O)OP(=O)([O-])[O-]
cpd17659	CO[C@H]1CC[C@]2(C)C3=CC[C@]4(C)[C@H]5CC[C@@H](C(C)C)[C@]5(C)CC[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C
cpd25201	CCCCCCCCCCCC/C=C/CC(=O)OC(CO)COP(=O)([O-])OCC(O)CO
cpd02454	CC([O-])=N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@@H]1O
cpd20468	Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1
cpd10446	C[C@H](O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
cpd02971	CC([O-])=N[C@@H]1[C@@H](O)C[C@](OC[C@H]2O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](N=C(C)O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
cpd17577	C=C[C@H](O)C#CC#CC/C=C\CCCCCCC
cpd12016	N=c1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O[C@@H]4[C@@H](CO)O[C@@H](n5ccc(=N)nc5[O-])[C@@H]4O)O[C@@H](n4ccc(=N)nc4O)[C@@H]3O)[C@@H](O)[C@H]2O)c([O-])n1
cpd27589	N=C(O)NCCC[NH3+]
cpd05121	C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
cpd09954	C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21
cpd01067	OC1OC[C@H](O)[C@@H](O)[C@H]1O
cpd03341	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc([O-])cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
cpd00406	NCCS(=O)O
cpd00184	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1O
cpd10276	CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
cpd07306	COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4
cpd06408	C=C1C(=O)O[C@H]2[C-]1[C@@H](OC(=O)/C(C)=C/C)C/C(C)=C/C(=O)/C=C(/C)[C@@H]2O
cpd04977	Cl.NC12CC3CC(CC(C3)C1)C2
